host,type,connected_redis_instances,firstseen,lastseen,ports,commands
193.106.30.234,redis_scanner,1248,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
193.118.53.218,redis_scanner,1026,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
202.107.226.5,redis_scanner,978,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
192.35.169.48,redis_scanner,967,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
202.96.99.83,redis_scanner,926,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
183.129.159.245,redis_scanner,882,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
183.129.159.243,redis_scanner,799,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
193.106.29.74,redis_scanner,797,2020-08-30 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
202.96.99.85,redis_scanner,790,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
202.107.226.3,redis_scanner,772,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
45.148.122.152,redis_scanner,771,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'config', u'slaveof', u'get']"
202.107.207.226,redis_scanner,742,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
202.107.207.228,redis_scanner,724,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
183.134.104.171,redis_scanner,719,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
60.190.248.12,redis_scanner,676,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
115.233.218.205,redis_scanner,672,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
93.174.93.33,redis_scanner,665,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
193.106.29.82,redis_scanner,634,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
80.82.70.118,redis_scanner,575,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
175.24.81.253,redis_scanner,575,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'set', u'auth', u'command', u'NULL', u'config', u'flushall']"
60.190.248.10,redis_scanner,553,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
218.75.38.211,redis_scanner,532,2020-08-29 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
183.134.104.149,redis_scanner,532,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
183.134.104.173,redis_scanner,530,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
188.124.36.157,redis_scanner,490,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
119.45.34.13,redis_scanner,434,2020-09-03 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'set', u'auth', u'NULL', u'config', u'flushall']"
218.75.38.213,redis_scanner,432,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
175.24.51.238,redis_scanner,428,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'auth', u'command', u'NULL', u'config']"
60.190.226.189,redis_scanner,419,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
154.8.218.172,redis_scanner,414,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
91.241.19.56,redis_scanner,413,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
106.55.45.170,redis_scanner,410,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
123.184.16.66,redis_scanner,409,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'save', u'set', u'config', u'NULL']"
218.75.38.210,redis_scanner,387,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
91.241.19.55,redis_scanner,384,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
183.134.104.147,redis_scanner,377,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
193.106.31.26,redis_scanner,375,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
218.75.38.212,redis_scanner,366,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
185.244.39.112,redis_scanner,364,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'config', u'get']"
49.233.12.156,redis_scanner,363,2020-09-16 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'NULL', u'auth', u'command', u'save', u'config', u'flushall']"
49.234.195.122,redis_scanner,350,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'NULL', u'command']"
172.104.242.173,redis_scanner,346,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
178.63.149.72,redis_scanner,330,2020-08-30 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
94.102.49.57,redis_scanner,328,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
212.64.114.82,redis_scanner,328,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
45.141.84.55,redis_scanner,322,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
115.233.218.203,redis_scanner,318,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
27.115.124.74,redis_scanner,307,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
125.46.11.67,redis_scanner,306,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'save', u'set', u'config', u'NULL']"
111.229.19.238,redis_scanner,298,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command', u'auth']"
27.115.124.75,redis_scanner,293,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
27.115.124.9,redis_scanner,281,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
119.45.204.100,redis_scanner,280,2020-08-26 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'auth', u'set', u'command', u'save', u'config', u'flushall']"
49.232.102.194,redis_scanner+redis_host,279,2020-09-16 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'set', u'auth', u'command', u'NULL', u'config', u'flushall']"
198.108.67.48,redis_scanner,279,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
185.202.1.113,redis_scanner,278,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
195.54.167.2,redis_scanner,273,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
184.105.139.68,redis_scanner,267,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
92.118.37.64,redis_scanner,265,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
140.143.1.39,redis_scanner,265,2020-08-27 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'NULL', u'auth', u'command', u'save', u'config', u'flushall']"
106.55.45.75,redis_scanner,261,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'ping', u'auth', u'command', u'NULL', u'config']"
60.190.226.188,redis_scanner,258,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
49.235.32.25,redis_scanner,258,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command', u'NULL', u'set']"
213.108.134.156,redis_scanner,256,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
49.233.182.177,redis_scanner,255,2020-09-02 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'command', u'NULL']"
203.195.246.90,redis_scanner,252,2020-09-11 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'auth', u'command', u'NULL', u'config', u'flushall']"
195.54.161.227,redis_scanner,247,2020-09-01 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
138.99.216.171,redis_scanner,247,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
138.99.216.112,redis_scanner,247,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
111.231.244.240,redis_scanner,244,2020-09-12 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'auth', u'set', u'command', u'save', u'config', u'flushall']"
111.230.244.199,redis_scanner+redis_host,241,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command', u'auth']"
176.113.115.160,redis_scanner,238,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
118.123.245.76,redis_scanner,238,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'save', u'set', u'config', u'NULL']"
128.14.136.18,redis_scanner,235,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
60.190.226.186,redis_scanner,229,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
45.227.255.224,redis_scanner,225,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
119.45.53.248,redis_scanner,224,2020-09-01 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'set', u'auth', u'command', u'NULL', u'config', u'flushall']"
106.54.37.9,redis_scanner+redis_host,218,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
47.95.217.44,redis_scanner,213,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'subscribe', u'NULL', u'ping', u'echo']"
23.225.183.234,redis_scanner,212,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
193.106.31.98,redis_scanner,211,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
106.54.55.209,redis_scanner,211,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'command', u'NULL', u'config', u'flushall']"
106.75.212.55,redis_scanner,210,2020-08-25 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
185.156.73.64,redis_scanner,209,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
152.136.127.207,redis_scanner,207,2020-09-07 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'auth', u'set', u'command', u'save', u'config', u'flushall']"
195.54.160.230,redis_scanner,205,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
49.235.248.182,redis_scanner,203,2020-09-17 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'set', u'auth', u'NULL', u'config', u'flushall']"
78.128.113.46,redis_scanner,202,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
125.64.94.211,redis_scanner,201,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
138.99.216.147,redis_scanner,197,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
182.254.203.183,redis_scanner,196,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
42.194.141.237,redis_scanner,195,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
124.235.118.14,redis_scanner+redis_host,193,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'config', u'save', u'set', u'NULL']"
185.202.1.112,redis_scanner,192,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
185.216.140.17,redis_scanner,186,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
194.61.54.237,redis_scanner,183,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
111.230.147.33,redis_scanner,183,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
62.234.115.40,redis_scanner+redis_host,181,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
223.71.167.163,redis_scanner,181,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
83.97.20.34,redis_scanner,180,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
146.56.198.17,redis_scanner,180,2020-09-13 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'set', u'config', u'command']"
134.175.59.125,redis_scanner,180,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
124.70.0.100,redis_scanner,179,2020-09-13 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
45.227.255.233,redis_scanner,178,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
106.75.211.211,redis_scanner,178,2020-08-27 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
185.202.1.103,redis_scanner,177,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
111.229.215.174,redis_scanner,177,2020-08-31 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
118.25.0.100,redis_scanner,174,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
106.54.47.102,redis_scanner+redis_host,174,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'config', u'set', u'command', u'NULL']"
129.204.210.108,redis_scanner,172,2020-09-11 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'auth', u'set', u'command', u'save', u'config', u'flushall']"
203.195.134.30,redis_scanner+redis_host,171,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
13.68.213.123,redis_scanner,170,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'NULL', u'auth', u'save', u'config', u'flushall']"
106.53.108.249,redis_scanner,170,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
83.97.20.35,redis_scanner,168,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
34.238.201.216,redis_scanner,168,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'NULL', u'set', u'flushall']"
193.106.29.66,redis_scanner,168,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
192.144.232.97,redis_scanner,167,2020-09-04 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
49.233.134.186,redis_scanner,165,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save']"
106.54.88.249,redis_scanner,165,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
223.71.167.164,redis_scanner,164,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
118.25.0.69,redis_scanner,164,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
49.233.145.122,redis_scanner+redis_host,162,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
106.75.211.195,redis_scanner,162,2020-08-31 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
122.51.203.129,redis_scanner,160,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
118.24.218.169,redis_scanner+redis_host,160,2020-08-26 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'NULL', u'command']"
91.241.19.173,redis_scanner,159,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
104.152.52.33,redis_scanner,159,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
60.190.248.13,redis_scanner,158,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
193.93.62.71,redis_scanner,158,2020-09-03 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
124.70.33.201,redis_scanner,157,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
113.214.30.171,redis_scanner,157,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'config', u'set', u'NULL']"
104.152.52.24,redis_scanner,156,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
175.24.122.67,redis_scanner,153,2020-09-04 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
83.97.20.33,redis_scanner,152,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
83.97.20.25,redis_scanner,152,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
193.112.92.222,redis_scanner,152,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
116.63.36.245,redis_scanner,152,2020-08-31 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
182.254.172.107,redis_scanner,151,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'set']"
175.24.96.149,redis_scanner,151,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'NULL']"
184.105.139.67,redis_scanner,150,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
104.152.52.29,redis_scanner,149,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
119.3.184.70,redis_scanner,148,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
185.202.1.187,redis_scanner,145,2020-08-27 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
103.61.39.15,redis_scanner,145,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'auth', u'command', u'NULL', u'config', u'flushall']"
172.98.72.203,redis_scanner,144,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
203.195.155.112,redis_scanner,143,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
104.152.52.23,redis_scanner,143,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
139.199.68.163,redis_scanner,141,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'auth']"
49.232.37.55,redis_scanner+redis_host,140,2020-09-18 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'config']"
169.197.108.34,redis_scanner,140,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
101.36.174.131,redis_scanner,140,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'ping', u'auth', u'set', u'command', u'NULL', u'config', u'flushall']"
111.231.252.55,redis_scanner,139,2020-08-27 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'auth', u'set', u'command', u'save', u'config']"
45.148.122.184,redis_scanner,138,2020-09-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'config', u'slaveof', u'get']"
122.51.251.91,redis_scanner,137,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
104.152.52.34,redis_scanner,137,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
81.70.32.121,redis_scanner,136,2020-09-20 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command', u'NULL', u'set']"
119.45.115.231,redis_scanner,136,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'NULL', u'auth', u'command', u'save', u'flushall']"
118.25.148.225,redis_scanner,136,2020-09-09 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'config', u'save', u'set']"
60.190.248.11,redis_scanner,135,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
183.136.225.45,redis_scanner,134,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
106.52.79.201,redis_scanner,133,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
104.152.52.31,redis_scanner,133,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
212.64.93.225,redis_scanner,132,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
175.24.95.170,redis_scanner,132,2020-09-10 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'auth', u'command', u'NULL', u'config', u'flushall']"
104.152.52.36,redis_scanner,132,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
106.52.194.121,redis_scanner,131,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'config', u'NULL', u'set', u'flushall']"
106.54.34.121,redis_scanner,130,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
104.152.52.32,redis_scanner,130,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
104.152.52.39,redis_scanner,129,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
104.152.52.21,redis_scanner,129,2020-08-26 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
129.211.19.147,redis_scanner+redis_host,128,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command', u'replconf']"
185.176.27.114,redis_scanner,127,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
104.152.52.22,redis_scanner,127,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
58.87.97.143,redis_scanner,126,2020-09-18 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'auth', u'command', u'NULL', u'config', u'flushall']"
27.115.124.10,redis_scanner,124,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
148.72.208.36,redis_scanner,124,2020-09-07 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command', u'NULL', u'config', u'auth']"
134.175.217.125,redis_scanner,124,2020-09-11 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
106.52.114.67,redis_scanner+redis_host,124,2020-09-12 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
106.55.60.190,redis_scanner,123,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'auth', u'command', u'NULL', u'config', u'flushall']"
106.54.70.108,redis_scanner,123,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
49.234.196.251,redis_scanner,122,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
111.229.40.252,redis_scanner+redis_host,122,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save']"
104.152.52.28,redis_scanner,122,2020-08-23 00:00:00,2020-09-29 00:00:00,(high ports),[u'NULL']
104.152.52.26,redis_scanner,122,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
62.234.137.126,redis_scanner,121,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'set', u'auth', u'command', u'NULL', u'config', u'flushall']"
140.143.137.72,redis_scanner,121,2020-08-28 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
118.24.121.69,redis_scanner,121,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'set', u'NULL', u'ping', u'save', u'config', u'flushall']"
42.194.177.22,redis_scanner+redis_host,120,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
172.81.211.119,redis_scanner,120,2020-08-26 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
112.90.197.66,redis_scanner,120,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'config', u'save', u'set', u'NULL']"
111.229.32.56,redis_scanner+redis_host,120,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
118.89.248.63,redis_scanner,119,2020-08-26 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
184.105.139.70,redis_scanner,118,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
106.53.228.105,redis_scanner+redis_host,118,2020-08-25 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
45.10.90.29,redis_scanner,117,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
106.53.28.239,redis_scanner+redis_host,117,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command', u'auth']"
193.142.146.216,redis_scanner,116,2020-09-03 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
188.131.133.149,redis_scanner,116,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
122.51.190.182,redis_scanner+redis_host,116,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
123.207.213.249,redis_scanner,115,2020-09-07 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'flushall']"
106.75.211.42,redis_scanner,115,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
104.152.52.18,redis_scanner,115,2020-08-21 00:00:00,2020-09-29 00:00:00,(high ports),[u'NULL']
101.229.76.34,redis_scanner,115,2020-08-27 00:00:00,2020-09-30 00:00:00,(high ports),[u'info']
81.70.30.161,redis_scanner,113,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'save', u'set', u'NULL', u'command']"
185.202.1.172,redis_scanner,113,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
183.136.225.44,redis_scanner,113,2020-08-21 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
154.8.227.109,redis_scanner,113,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command', u'auth']"
121.36.71.74,redis_scanner,113,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
111.229.105.234,redis_scanner+redis_host,113,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
106.54.249.43,redis_scanner+redis_host,113,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'command']"
80.82.77.232,redis_scanner,112,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
45.125.65.90,redis_scanner,112,2020-08-23 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
185.202.2.78,redis_scanner,112,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),[u'NULL']
183.136.225.46,redis_scanner,112,2020-08-24 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL']"
122.51.207.33,redis_scanner,112,2020-08-25 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
49.235.14.125,redis_scanner+redis_host,111,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
49.232.202.204,redis_scanner,111,2020-08-22 00:00:00,2020-09-30 00:00:00,(high ports),"[u'info', u'NULL', u'command']"
